mas_vnr_area,totrms_abvgrd,full_bath,year_remod_add,year_built,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice
513.0,7,2,2001,2001,872,858.0,2.0,546.0,1789,7,223000
237.0,7,1,2005,1962,1537,1319.0,2.0,462.0,1537,6,174000
0.0,4,1,1991,1951,884,884.0,1.0,270.0,884,5,142000
0.0,7,2,2006,2006,1489,1489.0,2.0,776.0,1489,8,232600
99.0,5,1,1999,1974,1309,1040.0,2.0,484.0,1309,6,181000
0.0,10,2,1973,1973,1291,942.0,2.0,576.0,2521,6,151400
248.0,7,2,2006,2006,1634,1626.0,3.0,866.0,1634,8,250000
42.0,7,2,1988,1988,980,980.0,2.0,496.0,1714,7,196500
0.0,8,2,1987,1879,1312,819.0,2.0,576.0,2454,7,185000
200.0,5,1,1969,1969,1216,1216.0,1.0,336.0,1216,6,113000
0.0,7,2,2007,2007,1419,1419.0,2.0,567.0,1419,8,392000
250.0,4,2,1975,1975,980,945.0,0.0,0.0,980,6,127500
216.0,4,2,2000,2000,769,756.0,2.0,440.0,1573,6,177000
353.0,9,2,2004,2004,1158,1158.0,3.0,744.0,2443,6,265000
0.0,8,2,1998,1998,1220,1220.0,2.0,1105.0,2362,8,312500
0.0,9,3,2000,1893,1521,1237.0,2.0,880.0,2775,10,325000
115.0,6,2,1980,1980,2014,2014.0,3.0,864.0,2014,8,275000
290.0,9,2,1995,1995,1214,1203.0,3.0,721.0,2520,7,290000
250.0,7,2,2002,1974,1494,1208.0,2.0,461.0,1494,6,169000
0.0,4,1,1950,1921,616,616.0,1.0,205.0,616,5,89000
0.0,7,2,1998,1998,789,789.0,2.0,393.0,1465,6,180400
296.0,7,2,2004,2003,1629,3206.0,3.0,880.0,1629,8,284000
1.0,5,1,1958,1958,912,912.0,1.0,275.0,912,5,114500
196.0,7,2,2006,2005,1552,1552.0,3.0,782.0,1552,7,212900
0.0,6,2,2002,2001,1430,1413.0,2.0,605.0,1430,7,187100
1129.0,5,2,1999,1999,729,729.0,2.0,440.0,1458,6,176000
0.0,7,2,1968,1968,1488,1488.0,2.0,552.0,1488,6,215000
0.0,6,2,2004,2004,770,770.0,2.0,520.0,1582,7,185900
0.0,5,1,1970,1970,864,864.0,2.0,660.0,864,4,120500
0.0,7,2,2005,2005,734,732.0,2.0,372.0,1838,5,192140
0.0,5,1,2008,1982,816,816.0,1.0,264.0,816,5,130500
0.0,9,2,1950,1945,1088,0.0,1.0,240.0,1529,4,98000
554.0,7,2,2008,2008,2276,2271.0,3.0,1348.0,2276,9,475000
0.0,6,1,1950,1920,1077,961.0,1.0,338.0,1077,5,67000
300.0,8,1,2007,2007,1610,1582.0,3.0,789.0,2161,8,325624
0.0,4,1,2002,2002,1409,1409.0,2.0,576.0,1409,7,245000
0.0,6,1,2004,2004,1114,1114.0,2.0,576.0,1114,5,159000
168.0,6,1,1965,1965,1073,1073.0,2.0,515.0,1073,5,156000
200.0,10,2,2008,2008,2402,3094.0,3.0,672.0,2402,10,555000
0.0,6,2,1984,1984,1232,1232.0,2.0,516.0,1232,6,162500
0.0,8,2,1993,1993,1440,1344.0,4.0,920.0,1440,6,224500
44.0,6,2,1950,1950,1488,1488.0,2.0,738.0,1488,6,133000
0.0,8,2,2003,2003,807,783.0,2.0,393.0,1509,7,180000
0.0,6,1,2005,1982,845,845.0,1.0,264.0,845,5,134500
1031.0,10,3,2006,2006,1426,1410.0,3.0,641.0,2945,10,438780
305.0,6,1,1962,1962,1431,1099.0,1.0,296.0,1431,6,165000
60.0,5,1,1967,1967,892,892.0,1.0,288.0,892,5,100000
128.0,5,1,1960,1960,1329,1329.0,2.0,441.0,1329,7,176000
0.0,6,1,1974,1955,1779,1763.0,2.0,454.0,1779,5,170000
130.0,7,2,2007,2007,1555,1373.0,3.0,660.0,1555,7,174000
0.0,6,2,1950,1925,788,768.0,1.0,384.0,1236,6,127000
0.0,7,2,1999,1999,873,831.0,2.0,450.0,1651,7,185900
0.0,4,1,1996,1938,886,190.0,1.0,273.0,886,5,91300
120.0,7,2,2003,2003,1700,1682.0,2.0,544.0,1700,6,200000
320.0,7,2,1950,1949,1168,1040.0,1.0,315.0,1846,6,143000
0.0,8,2,1958,1958,1252,1052.0,2.0,451.0,1920,5,172500
20.0,4,1,1963,1963,1088,1088.0,2.0,520.0,1088,4,110000
160.0,6,1,1957,1957,1362,1040.0,3.0,768.0,1362,4,140000
0.0,6,2,2006,2006,1314,1314.0,2.0,440.0,1314,6,176432
88.0,6,2,1991,1991,1294,1278.0,2.0,496.0,1294,6,179200
80.0,6,2,2007,2005,1274,1274.0,2.0,508.0,1274,7,203000
0.0,7,2,2007,2007,1689,1689.0,3.0,954.0,1689,7,248328
406.0,7,2,2008,2008,1641,1641.0,3.0,885.0,1641,9,316500
0.0,5,1,1950,1948,617,570.0,1.0,249.0,1079,7,125600
164.0,5,1,1959,1959,984,984.0,1.0,308.0,984,5,110000
0.0,5,1,1950,1920,960,960.0,1.0,308.0,960,4,108500
0.0,4,1,1952,1952,1044,540.0,2.0,504.0,1044,5,55993
0.0,7,1,2009,1948,1027,1027.0,1.0,240.0,1633,5,129000
72.0,5,2,1987,1987,1137,1112.0,2.0,551.0,1137,6,176000
295.0,6,1,1963,1963,1380,1380.0,1.0,364.0,1380,6,154000
228.0,6,2,1986,1986,1256,1256.0,2.0,578.0,1256,6,180000
0.0,6,1,1976,1976,1142,1142.0,2.0,528.0,1142,5,134000
0.0,7,2,2001,1950,2158,1202.0,2.0,576.0,2158,6,243000
236.0,9,2,2003,2002,1629,1616.0,3.0,808.0,1629,8,270000
0.0,5,1,1983,1983,1080,1084.0,2.0,484.0,1080,6,134000
256.0,9,2,1993,1993,1372,1347.0,3.0,656.0,2646,7,260000
0.0,7,2,2006,2006,738,738.0,2.0,484.0,1491,7,168675
32.0,7,2,1994,1994,924,392.0,2.0,398.0,1694,6,160000
0.0,5,1,1996,1890,684,684.0,0.0,0.0,1080,5,95000
0.0,7,2,2006,2005,704,704.0,2.0,440.0,1422,6,173000
0.0,5,2,2006,2006,1301,1293.0,2.0,572.0,1301,7,187750
123.0,7,2,1991,1986,1236,791.0,2.0,542.0,2093,7,215000
340.0,6,1,1967,1967,1073,1073.0,1.0,270.0,1073,5,120000
143.0,7,2,2006,2005,1506,1494.0,2.0,672.0,1506,7,249000
264.0,7,2,1967,1967,1334,1334.0,2.0,477.0,1334,7,164500
0.0,5,2,1986,1986,1295,0.0,1.0,312.0,1295,7,230000
0.0,6,1,1990,1929,672,672.0,2.0,456.0,1344,7,140000
0.0,4,1,1952,1952,732,732.0,1.0,240.0,732,5,118900
0.0,6,2,2008,2008,1468,1468.0,3.0,904.0,1468,8,239900
0.0,4,2,1975,1975,1069,1069.0,2.0,440.0,1069,6,146300
0.0,6,1,1975,1975,1040,1040.0,2.0,499.0,1040,5,124000
0.0,6,1,1963,1963,999,925.0,1.0,308.0,999,5,130000
108.0,6,2,2001,2000,1349,1349.0,2.0,539.0,1349,7,179000
0.0,5,2,1990,1990,1442,1424.0,2.0,500.0,1442,7,180500
0.0,4,1,1950,1945,747,747.0,1.0,220.0,747,4,80000
194.0,7,2,2009,2008,1578,1573.0,3.0,840.0,1578,8,287090
0.0,4,1,1956,1956,882,0.0,1.0,308.0,882,5,97000
40.0,5,2,2002,2002,1511,1368.0,2.0,398.0,1511,7,246990
138.0,6,1,1964,1964,1128,1302.0,2.0,480.0,1128,6,154204
125.0,6,1,2001,1958,1312,1312.0,2.0,495.0,1312,7,186000
356.0,6,2,1972,1972,630,630.0,1.0,264.0,1302,5,111750
1095.0,10,2,2004,2003,2696,2846.0,3.0,958.0,2696,9,500000
0.0,6,2,2007,2007,628,628.0,2.0,484.0,1356,7,177439
154.0,10,2,2008,2008,1130,1104.0,3.0,836.0,2184,9,335000
660.0,8,2,1976,1976,1098,803.0,2.0,483.0,1964,7,205000
0.0,4,1,1990,1990,1321,1312.0,2.0,484.0,1321,8,212000
186.0,5,2,2005,2004,1646,1594.0,2.0,525.0,1646,8,246000
174.0,6,2,1983,1983,1260,1260.0,2.0,598.0,1260,7,181900
0.0,6,1,2001,1929,926,926.0,2.0,484.0,1316,5,130000
0.0,7,2,2002,1910,768,264.0,2.0,360.0,1432,5,132000
0.0,7,2,2001,1994,1029,779.0,2.0,499.0,1958,7,220000
0.0,7,2,2001,2001,1788,1753.0,2.0,522.0,1788,8,236500
110.0,8,2,2009,2009,832,832.0,2.0,552.0,1935,8,263435
0.0,9,2,1958,1938,1272,1272.0,2.0,400.0,1969,6,141000
196.0,9,2,2003,2003,847,847.0,2.0,434.0,1986,7,213000
0.0,6,2,2010,2009,1214,1214.0,2.0,520.0,1214,7,179781
176.0,6,2,2007,2006,1342,1342.0,2.0,550.0,1342,8,234250
0.0,10,2,1976,1976,2898,1565.0,2.0,665.0,2898,8,287000
0.0,8,2,2002,2002,878,870.0,3.0,644.0,2004,8,257500
0.0,5,1,1950,1926,986,960.0,1.0,180.0,986,6,102000
0.0,6,1,1950,1930,1108,637.0,1.0,280.0,1108,7,139400
0.0,6,1,1950,1915,694,672.0,3.0,936.0,1214,3,105000
0.0,8,2,1970,1970,2217,2217.0,2.0,621.0,2217,8,268000
0.0,8,2,1966,1966,1575,697.0,2.0,432.0,2201,6,274970
16.0,5,2,2006,2005,1220,1220.0,2.0,397.0,1220,7,180000
0.0,7,2,2005,1928,689,689.0,2.0,360.0,1378,7,161000
0.0,6,1,2006,1946,930,0.0,1.0,308.0,930,4,84900
0.0,5,1,1958,1958,988,988.0,1.0,264.0,988,5,119000
674.0,7,2,2006,2005,1964,1964.0,3.0,892.0,1964,8,370000
0.0,6,2,2006,2005,1270,1270.0,2.0,524.0,1270,7,175900
0.0,12,2,1979,1979,1120,0.0,2.0,528.0,2240,5,142953
0.0,5,1,1995,1994,1494,1494.0,2.0,478.0,1494,8,279700
0.0,6,1,1957,1957,1364,1179.0,1.0,331.0,1364,5,132000
204.0,8,2,2000,2000,1476,1440.0,3.0,736.0,2153,9,313000
0.0,7,1,1950,1920,897,637.0,1.0,570.0,1336,4,108000
92.0,7,2,2004,2003,760,746.0,2.0,397.0,1656,7,165400
68.0,6,2,1995,1995,795,781.0,2.0,473.0,1499,6,187000
506.0,9,2,1996,1995,1490,1462.0,3.0,810.0,2794,8,403000
298.0,8,2,1976,1976,1118,848.0,2.0,551.0,2030,6,195000
291.0,6,1,1961,1961,1254,1218.0,2.0,525.0,1254,6,158500
210.0,7,2,2002,2002,1091,1065.0,2.0,586.0,1989,8,255000
0.0,7,2,1956,1956,1898,1898.0,2.0,484.0,1898,5,236500
52.0,5,1,1966,1966,988,988.0,1.0,360.0,988,5,129250
0.0,6,2,1997,1959,1801,1501.0,2.0,484.0,1801,7,289000
0.0,8,2,1976,1976,936,0.0,2.0,484.0,1872,5,100000
256.0,7,2,2001,2001,1531,1531.0,2.0,560.0,2439,8,275000
192.0,7,2,2000,1999,886,850.0,2.0,560.0,1764,8,207000
166.0,6,1,1998,1965,1200,864.0,2.0,884.0,1200,5,146000
380.0,6,1,1972,1972,494,494.0,1.0,264.0,1030,6,116000
573.0,8,2,1998,1997,1057,1057.0,2.0,645.0,2034,7,219500
163.0,6,2,2003,2003,1405,1405.0,2.0,478.0,1405,7,173000
0.0,6,1,1956,1956,1229,1134.0,1.0,284.0,1229,4,135000
0.0,7,2,2003,2003,992,979.0,2.0,610.0,1932,7,213000
0.0,6,1,1995,1954,1299,967.0,2.0,494.0,1299,6,150000
72.0,7,0,2007,2006,1402,1258.0,3.0,648.0,1402,7,194201
16.0,7,2,2006,2005,1504,1346.0,2.0,457.0,1504,7,181000
243.0,7,1,1958,1958,1442,1442.0,1.0,301.0,1442,6,157900
0.0,7,2,2000,1999,951,951.0,2.0,586.0,1779,7,217000
0.0,9,2,2006,2005,1082,1082.0,3.0,1043.0,1953,8,252000
0.0,8,2,2002,2002,872,872.0,2.0,529.0,1909,7,197000
200.0,7,2,2005,2004,868,868.0,2.0,436.0,1630,7,189500
0.0,7,1,1950,1918,686,686.0,1.0,280.0,1250,5,116000
451.0,6,1,1963,1963,1328,1328.0,2.0,528.0,1328,6,143000
0.0,6,1,1950,1950,988,876.0,1.0,276.0,988,5,119000
0.0,6,1,1954,1954,854,854.0,1.0,240.0,1278,6,127500
0.0,7,2,2005,2005,858,858.0,2.0,615.0,1716,6,200825
0.0,3,1,1955,1922,498,498.0,1.0,216.0,498,2,35000
168.0,8,2,1978,1978,1420,1420.0,4.0,1314.0,2840,7,292500
127.0,5,1,1970,1970,483,483.0,1.0,280.0,987,6,106000
0.0,4,1,1950,1927,756,660.0,2.0,440.0,756,4,85000
270.0,8,2,2003,2002,1712,1712.0,3.0,701.0,1712,8,286500
0.0,4,2,1977,1977,1069,1069.0,2.0,440.0,1069,6,127500
0.0,6,2,2007,2006,1335,1335.0,2.0,575.0,1335,7,210400
472.0,6,1,2004,2003,1518,1518.0,2.0,588.0,1518,8,274000
0.0,6,2,2007,2007,920,920.0,2.0,612.0,1780,8,264966
0.0,6,2,1950,1910,866,771.0,1.0,264.0,1484,4,50000
0.0,7,2,1950,1915,966,686.0,1.0,416.0,1652,5,139000
272.0,7,2,1990,1990,1271,1223.0,2.0,564.0,2503,7,300000
0.0,9,2,1995,1972,2000,1952.0,2.0,538.0,2704,8,345000
519.0,7,2,1995,1994,1592,1556.0,2.0,484.0,1592,8,228000
0.0,7,2,2003,2003,754,384.0,2.0,400.0,1394,7,165500
0.0,8,1,1950,1925,810,686.0,1.0,210.0,1328,4,107000
0.0,5,1,2002,2001,1593,1593.0,2.0,682.0,1593,8,286000
0.0,4,1,1950,1920,720,720.0,0.0,0.0,720,4,34900
0.0,5,1,1964,1964,912,912.0,1.0,288.0,912,5,115000
40.0,7,2,2003,2003,1456,1273.0,2.0,400.0,1456,8,215000
0.0,8,2,1994,1915,1272,672.0,1.0,216.0,1944,7,179900
0.0,4,1,1985,1985,1502,1488.0,2.0,528.0,1502,8,212000
216.0,7,2,2005,2005,1074,1074.0,2.0,527.0,2064,8,250000
0.0,8,1,1950,1928,1042,1042.0,1.0,225.0,1576,5,149000
0.0,8,2,1996,1995,773,773.0,2.0,431.0,1658,6,188000
0.0,5,1,2001,1930,713,713.0,1.0,371.0,713,3,99800
0.0,8,1,1998,1890,1576,718.0,2.0,704.0,2554,7,159500
0.0,7,2,2004,2004,744,384.0,2.0,400.0,1374,7,184500
270.0,10,2,2007,2007,1482,1482.0,3.0,868.0,2574,8,276000
0.0,7,2,1976,1976,804,804.0,2.0,440.0,1548,6,155000
176.0,7,2,2000,1969,1404,1188.0,2.0,504.0,1404,5,160000
0.0,7,1,1964,1964,720,720.0,2.0,480.0,1440,5,157500
0.0,6,2,1995,1994,1803,1679.0,2.0,482.0,1803,8,285000
0.0,9,2,2003,1900,1272,1272.0,0.0,0.0,2200,5,145900
0.0,8,2,1996,1996,1302,672.0,2.0,472.0,2037,7,229000
0.0,4,1,1950,1946,896,0.0,1.0,280.0,896,4,79000
0.0,6,2,1993,1925,845,1151.0,2.0,580.0,1281,4,128500
242.0,7,2,1998,1998,1079,1044.0,3.0,885.0,1976,8,286000
0.0,7,2,1997,1997,945,945.0,2.0,470.0,1608,6,189500
140.0,7,1,1953,1953,1210,0.0,1.0,616.0,1210,5,102900
0.0,7,1,1997,1950,1030,988.0,1.0,363.0,1612,5,128500
0.0,7,1,2004,1953,1216,1216.0,1.0,371.0,1728,5,156000
245.0,9,2,2006,2005,1133,1094.0,3.0,642.0,2482,8,281213
0.0,9,2,2007,1960,2069,585.0,2.0,505.0,2069,7,242000
30.0,6,2,1960,1960,1478,1478.0,2.0,498.0,1478,6,157500
190.0,8,2,2004,2003,806,796.0,2.0,616.0,1724,7,196500
0.0,5,2,1998,1998,1425,1425.0,2.0,591.0,1425,7,193000
0.0,7,1,1952,1939,899,672.0,1.0,280.0,1322,5,132000
0.0,7,1,1970,1900,848,712.0,2.0,576.0,1428,7,139900
220.0,6,1,1959,1959,1194,1194.0,1.0,312.0,1194,6,148000
246.0,8,2,2007,2007,895,895.0,3.0,774.0,1818,8,281500
502.0,11,2,2004,2004,1718,1706.0,3.0,916.0,2956,8,342000
257.0,6,2,1975,1975,1210,1128.0,2.0,528.0,1210,6,148000
0.0,5,2,1972,1972,1001,1001.0,2.0,490.0,1641,5,140000
85.0,6,1,1991,1958,1053,1008.0,2.0,750.0,1053,5,150000
0.0,12,2,1997,1996,1064,1064.0,2.0,576.0,2125,7,279500
76.0,5,1,2005,2005,1072,547.0,2.0,525.0,1072,6,140000
0.0,10,2,1978,1978,1664,1664.0,2.0,616.0,1664,6,145000
0.0,5,2,1999,1999,1337,1405.0,2.0,511.0,1337,7,184000
0.0,4,1,1978,1978,1226,1226.0,2.0,484.0,1226,8,206000
0.0,5,1,1972,1972,546,546.0,1.0,253.0,1092,4,85500
0.0,6,1,1995,1934,849,715.0,1.0,240.0,1660,6,188700
101.0,7,2,1986,1978,1671,1427.0,2.0,484.0,1671,6,200000
0.0,4,1,1991,1990,1061,1054.0,2.0,462.0,1061,7,162000
0.0,4,1,1997,1940,672,672.0,1.0,240.0,672,5,108000
161.0,7,2,1975,1975,1621,1621.0,2.0,478.0,1621,5,213000
328.0,7,2,2007,2007,1734,1734.0,3.0,928.0,1734,8,318000
0.0,11,2,1965,1898,1075,849.0,2.0,360.0,2138,5,106000
0.0,8,2,1950,1928,1337,672.0,3.0,795.0,2009,6,235000
0.0,6,1,1959,1959,1225,950.0,0.0,0.0,1225,4,128950
491.0,6,1,1961,1961,1362,1362.0,2.0,504.0,1362,6,163000
0.0,7,1,1950,1940,756,756.0,1.0,240.0,1134,5,126000
0.0,6,2,2003,2003,1362,1362.0,2.0,484.0,2082,7,200000
180.0,7,1,1958,1958,874,874.0,1.0,315.0,1524,5,144000
0.0,10,2,1961,1961,1800,1800.0,0.0,0.0,1800,5,141000
0.0,9,2,1999,1998,1411,1389.0,3.0,758.0,2582,8,322500
442.0,6,2,1998,1998,1661,1649.0,2.0,598.0,1661,7,224900
0.0,6,1,2004,1923,1072,1324.0,2.0,528.0,1576,5,223500
0.0,5,1,1956,1956,960,672.0,1.0,288.0,960,4,112000
0.0,7,2,1998,1997,926,926.0,2.0,470.0,1604,6,187500
0.0,4,0,1950,1922,904,683.0,0.0,0.0,904,1,61000
0.0,7,1,2000,1920,684,684.0,2.0,528.0,1196,6,110000
0.0,5,1,2003,1935,729,270.0,0.0,0.0,729,3,52000
256.0,6,2,2006,2005,1362,1362.0,2.0,460.0,1362,6,207000
0.0,7,1,1950,1911,1024,940.0,0.0,0.0,1964,5,130000
0.0,6,2,1967,1967,1296,0.0,2.0,516.0,1296,4,90000
0.0,6,1,1992,1992,624,624.0,2.0,440.0,1287,5,130000
0.0,5,1,1991,1908,936,504.0,2.0,576.0,1252,5,127000
302.0,8,2,2006,2006,1905,1905.0,3.0,788.0,1905,9,320000
0.0,5,1,1950,1920,1130,1120.0,2.0,720.0,1130,5,120000
122.0,8,2,2004,2004,831,831.0,2.0,484.0,1659,7,181000
0.0,5,1,1954,1954,894,894.0,2.0,400.0,894,4,110000
0.0,8,2,1950,1920,1101,600.0,0.0,0.0,1701,4,94550
0.0,4,1,1958,1923,869,440.0,0.0,0.0,869,4,85500
144.0,4,1,1977,1977,1008,923.0,2.0,678.0,1008,5,153500
0.0,8,2,1955,1955,1733,0.0,2.0,452.0,1733,3,139600
0.0,7,1,1967,1967,1568,1568.0,2.0,440.0,1568,5,143000
579.0,9,2,1996,1995,2053,2033.0,3.0,666.0,3238,8,410000
120.0,7,2,1998,1998,928,928.0,2.0,492.0,1772,6,200000
0.0,5,1,1967,1967,864,864.0,1.0,312.0,864,5,130000
0.0,6,1,1950,1946,892,747.0,1.0,240.0,1639,6,154400
289.0,11,3,1996,1976,1175,1142.0,2.0,831.0,2715,8,299800
0.0,6,2,1950,1934,687,585.0,1.0,226.0,1112,5,63000
0.0,6,1,1957,1957,1347,1347.0,2.0,551.0,1347,5,143000
56.0,5,1,1961,1961,964,964.0,2.0,784.0,964,5,137500
424.0,11,2,1995,1977,1542,1330.0,2.0,619.0,2872,6,272000
106.0,6,2,1992,1992,1167,1158.0,2.0,400.0,1167,6,173000
0.0,7,2,1979,1979,1524,1524.0,2.0,478.0,1524,7,245000
180.0,4,1,1980,1980,936,936.0,2.0,672.0,936,5,140000
220.0,10,2,2007,2007,1282,1264.0,3.0,792.0,2696,7,383970
60.0,6,2,1968,1954,1482,954.0,2.0,609.0,1482,4,125000
0.0,5,1,2007,1972,768,768.0,2.0,396.0,768,5,133000
72.0,6,2,2009,2008,1468,1468.0,3.0,898.0,1468,8,244600
0.0,5,1,1968,1968,1044,912.0,2.0,372.0,1044,5,139000
88.0,5,1,1953,1953,1036,1036.0,1.0,312.0,1036,5,112900
0.0,6,1,2003,1910,680,680.0,1.0,330.0,1360,5,111000
387.0,6,1,1957,1957,1392,1392.0,2.0,458.0,1392,6,166000
1600.0,7,2,1998,1997,975,975.0,2.0,576.0,1950,7,239000
200.0,8,2,1998,1997,1344,1344.0,4.0,784.0,1344,7,209200
0.0,7,2,1971,1971,1484,1484.0,2.0,487.0,1484,5,175000
418.0,8,2,2004,2003,1760,1760.0,2.0,583.0,1760,7,269500
0.0,8,2,2000,1999,1037,1037.0,2.0,400.0,2322,7,225000
0.0,5,2,1985,1985,1742,1742.0,2.0,564.0,1742,8,275000
0.0,6,1,1950,1941,968,768.0,1.0,240.0,1376,5,105000
1047.0,6,1,1966,1966,1086,1024.0,2.0,484.0,1086,5,159950
0.0,8,2,1987,1916,808,660.0,1.0,180.0,1656,5,135000
0.0,7,2,2007,2007,2122,2108.0,3.0,938.0,2122,8,345474
0.0,7,2,1950,1926,1008,1008.0,0.0,0.0,1522,5,102000
652.0,7,2,1971,1971,1696,1696.0,2.0,625.0,1696,7,198000
100.0,8,2,2008,2007,1050,1034.0,3.0,836.0,2078,8,339750
0.0,7,2,1989,1936,1096,796.0,2.0,566.0,1466,5,170000
0.0,5,1,1951,1951,876,876.0,2.0,576.0,876,5,94000
0.0,7,2,2006,2006,851,851.0,2.0,578.0,1737,7,203160
0.0,8,2,2007,2006,1662,1652.0,3.0,711.0,1662,7,291000
0.0,8,2,2002,2002,1010,1010.0,2.0,390.0,2267,6,200000
0.0,8,2,1967,1967,1584,1584.0,2.0,506.0,1584,5,119000
0.0,2,1,1950,1946,334,0.0,0.0,0.0,334,1,39300
0.0,5,1,1950,1922,796,796.0,0.0,0.0,796,4,55000
0.0,7,2,2002,2002,952,952.0,2.0,469.0,1812,7,205000
504.0,6,1,1972,1972,525,525.0,1.0,264.0,1092,6,108000
0.0,8,2,1967,1967,1632,1632.0,2.0,576.0,1632,5,143000
0.0,12,2,1970,1920,1687,824.0,2.0,672.0,3082,7,197000
0.0,7,2,2007,2007,822,813.0,2.0,562.0,1665,7,205950
365.0,7,1,1968,1968,1041,702.0,2.0,539.0,1743,6,175000
0.0,8,2,2004,2003,1072,1054.0,2.0,552.0,2048,8,301000
166.0,6,2,2008,2007,1314,1314.0,2.0,626.0,1314,7,230000
163.0,6,2,2003,2003,1405,1405.0,2.0,478.0,1405,7,171750
0.0,5,1,2006,1920,1027,931.0,0.0,0.0,1027,7,120000
0.0,7,1,1984,1930,741,741.0,1.0,180.0,1324,5,110000
0.0,6,1,1987,1950,1074,663.0,1.0,467.0,1074,6,144500
0.0,7,1,1990,1970,1422,925.0,2.0,576.0,1422,5,155000
0.0,7,1,1950,1923,1200,1200.0,1.0,312.0,1200,6,125000
0.0,5,2,2008,1910,930,560.0,2.0,624.0,1690,7,156500
46.0,6,1,1995,1977,1212,506.0,2.0,492.0,1212,6,151000
143.0,5,1,1957,1957,1105,1105.0,1.0,308.0,1105,6,135000
0.0,5,1,1972,1972,546,546.0,1.0,253.0,1092,4,79400
240.0,6,2,2005,2005,1358,1358.0,2.0,484.0,1358,6,213000
0.0,9,2,2002,2002,993,967.0,2.0,431.0,1908,8,202900
0.0,7,2,1998,1998,882,794.0,2.0,546.0,1796,6,211000
0.0,10,2,1961,1961,1800,1800.0,0.0,0.0,1800,5,130000
0.0,7,2,1990,1925,1160,976.0,1.0,216.0,1608,6,137450
0.0,8,2,1993,1976,1620,1281.0,2.0,490.0,1620,4,150000
0.0,5,1,1950,1941,616,616.0,1.0,200.0,1111,5,95000
360.0,6,2,1999,1999,757,744.0,2.0,440.0,1501,7,179400
0.0,8,3,2007,2007,725,725.0,2.0,561.0,1588,5,212109
203.0,6,1,1961,1961,1235,1235.0,2.0,480.0,1235,5,98600
0.0,6,2,2005,1948,1325,409.0,2.0,576.0,1325,5,216000
322.0,7,2,2000,2000,1205,1160.0,3.0,768.0,2234,8,300000
0.0,7,2,1997,1996,1306,1306.0,2.0,533.0,2260,7,328000
82.0,5,1,2005,1971,576,372.0,1.0,288.0,1109,5,139000
0.0,4,1,1963,1963,1000,1000.0,2.0,575.0,1000,5,164000
0.0,5,1,1980,1980,529,516.0,2.0,462.0,1045,6,123900
0.0,4,1,2008,1958,858,858.0,0.0,0.0,858,5,116500
0.0,5,2,1998,1997,1337,1405.0,2.0,522.0,1337,6,177000
0.0,5,2,1958,1958,838,808.0,2.0,436.0,1315,4,99500
0.0,6,2,2006,2006,1326,1326.0,2.0,427.0,1326,6,174190
0.0,4,2,2005,2005,520,600.0,2.0,480.0,1200,7,151000
170.0,4,1,2003,2003,848,848.0,2.0,420.0,848,6,143750
0.0,4,1,1972,1972,796,796.0,1.0,336.0,796,5,131900
0.0,6,1,1977,1977,716,716.0,2.0,531.0,1432,5,157000
0.0,6,1,1997,1920,672,672.0,1.0,468.0,1344,5,147000
0.0,6,2,2005,2004,716,716.0,2.0,432.0,1432,7,188500
240.0,6,2,2005,2005,1364,1364.0,2.0,484.0,1364,7,185850
0.0,5,1,1965,1965,984,984.0,1.0,310.0,984,5,126000
0.0,5,1,1959,1959,864,864.0,1.0,308.0,864,5,118000
165.0,6,2,2006,2006,1612,1612.0,2.0,556.0,1612,9,319900
0.0,6,1,1984,1984,1003,1003.0,2.0,588.0,1003,6,142500
0.0,6,1,1950,1950,1200,1200.0,1.0,246.0,1200,5,129900
94.0,6,2,2006,2005,1368,1368.0,2.0,474.0,1368,7,202500
0.0,7,1,1950,1950,1640,0.0,2.0,394.0,1640,5,131000
0.0,8,2,1998,1997,1838,1838.0,3.0,721.0,1838,6,185000
0.0,6,2,1978,1978,855,855.0,2.0,440.0,1456,6,138000
0.0,7,1,1993,1910,684,684.0,1.0,216.0,1368,6,114504
0.0,7,1,1950,1945,798,735.0,1.0,220.0,1487,6,113000
0.0,7,1,2007,1922,796,796.0,1.0,240.0,1154,4,125500
50.0,5,2,2001,1964,1020,980.0,2.0,528.0,1020,5,165000
0.0,6,1,1950,1900,889,540.0,1.0,352.0,1440,5,79000
216.0,4,2,2005,2005,600,600.0,2.0,480.0,1236,6,152000
0.0,7,2,1950,1947,1004,1004.0,2.0,420.0,1664,6,159000
0.0,6,1,1960,1960,1100,1100.0,1.0,312.0,1100,4,141000
112.0,7,1,1964,1964,1488,1008.0,2.0,430.0,1488,6,167000
300.0,7,1,1950,1942,955,835.0,1.0,240.0,1453,5,132000
0.0,6,2,1991,1990,1442,910.0,2.0,719.0,1442,7,179900
31.0,5,1,1967,1967,900,882.0,1.0,280.0,900,5,122000
0.0,6,1,1963,1963,1045,1045.0,1.0,264.0,1045,6,127000
0.0,4,2,2002,2002,1419,1487.0,2.0,543.0,1419,6,190000
30.0,6,1,1980,1964,1452,1420.0,2.0,572.0,1452,5,158450
0.0,6,2,1999,1963,1464,520.0,2.0,480.0,1464,5,175000
160.0,7,2,2007,2006,1746,1746.0,3.0,758.0,1746,9,377500
